Datetime,Date,TZ,gage height_ft,discharge_cfs,month
4/21/2019 16:30,4/21/2019,EDT,5.43,15000,4
4/21/2019 16:45,4/21/2019,EDT,5.44,15000,4
4/21/2019 17:00,4/21/2019,EDT,5.44,15000,4
4/21/2019 17:15,4/21/2019,EDT,5.45,15100,4
4/21/2019 17:30,4/21/2019,EDT,5.45,15100,4
4/21/2019 17:45,4/21/2019,EDT,5.42,14900,4
4/21/2019 18:00,4/21/2019,EDT,5.4,14800,4
4/21/2019 18:15,4/21/2019,EDT,5.4,14800,4
4/21/2019 18:30,4/21/2019,EDT,5.37,14700,4
4/21/2019 18:45,4/21/2019,EDT,5.38,14800,4
4/21/2019 19:00,4/21/2019,EDT,5.41,14900,4
4/21/2019 19:15,4/21/2019,EDT,5.38,14800,4
4/21/2019 19:30,4/21/2019,EDT,5.38,14800,4
4/21/2019 19:45,4/21/2019,EDT,5.38,14800,4
4/21/2019 20:00,4/21/2019,EDT,5.39,14800,4
4/21/2019 20:15,4/21/2019,EDT,5.37,14700,4
4/21/2019 20:30,4/21/2019,EDT,5.37,14700,4
4/21/2019 20:45,4/21/2019,EDT,5.34,14600,4
4/21/2019 21:00,4/21/2019,EDT,5.33,14500,4
4/21/2019 21:15,4/21/2019,EDT,5.33,14500,4
4/21/2019 21:30,4/21/2019,EDT,5.32,14500,4
4/21/2019 21:45,4/21/2019,EDT,5.32,14500,4
4/21/2019 22:00,4/21/2019,EDT,5.33,14500,4
4/21/2019 22:15,4/21/2019,EDT,5.36,14700,4
4/21/2019 22:30,4/21/2019,EDT,5.39,14800,4
4/21/2019 22:45,4/21/2019,EDT,5.34,14600,4
4/21/2019 23:00,4/21/2019,EDT,5.34,14600,4
4/21/2019 23:15,4/21/2019,EDT,5.34,14600,4
4/21/2019 23:30,4/21/2019,EDT,5.32,14500,4
4/21/2019 23:45,4/21/2019,EDT,5.33,14500,4
4/22/2019 0:00,4/22/2019,EDT,5.33,14500,4
4/22/2019 0:15,4/22/2019,EDT,5.31,14400,4
4/22/2019 0:30,4/22/2019,EDT,5.27,14200,4
4/22/2019 0:45,4/22/2019,EDT,5.27,14200,4
4/22/2019 1:00,4/22/2019,EDT,5.25,14100,4
4/22/2019 1:15,4/22/2019,EDT,5.26,14200,4
4/22/2019 1:30,4/22/2019,EDT,5.27,14200,4
4/22/2019 1:45,4/22/2019,EDT,5.26,14200,4
4/22/2019 2:00,4/22/2019,EDT,5.26,14200,4
4/22/2019 2:15,4/22/2019,EDT,5.25,14100,4
4/22/2019 2:30,4/22/2019,EDT,5.26,14200,4
4/22/2019 2:45,4/22/2019,EDT,5.27,14200,4
4/22/2019 3:00,4/22/2019,EDT,5.26,14200,4
4/22/2019 3:15,4/22/2019,EDT,5.26,14200,4
4/22/2019 3:30,4/22/2019,EDT,5.25,14100,4
4/22/2019 3:45,4/22/2019,EDT,5.26,14200,4
4/22/2019 4:00,4/22/2019,EDT,5.26,14200,4
4/22/2019 4:15,4/22/2019,EDT,5.21,14000,4
4/22/2019 4:30,4/22/2019,EDT,5.2,13900,4
4/22/2019 4:45,4/22/2019,EDT,5.2,13900,4
4/22/2019 5:00,4/22/2019,EDT,5.19,13900,4
4/22/2019 5:15,4/22/2019,EDT,5.19,13900,4
4/22/2019 5:30,4/22/2019,EDT,5.18,13800,4
4/22/2019 5:45,4/22/2019,EDT,5.18,13800,4
4/22/2019 6:00,4/22/2019,EDT,5.16,13700,4
4/22/2019 6:15,4/22/2019,EDT,5.15,13700,4
4/22/2019 6:30,4/22/2019,EDT,5.16,13700,4
4/22/2019 6:45,4/22/2019,EDT,5.18,13800,4
4/22/2019 7:00,4/22/2019,EDT,5.17,13800,4
4/22/2019 7:15,4/22/2019,EDT,5.15,13700,4
4/22/2019 7:30,4/22/2019,EDT,5.11,13500,4
4/22/2019 7:45,4/22/2019,EDT,5.1,13500,4
4/22/2019 8:00,4/22/2019,EDT,5.08,13400,4
4/22/2019 8:15,4/22/2019,EDT,5.07,13300,4
4/22/2019 8:30,4/22/2019,EDT,5.06,13300,4
4/22/2019 8:45,4/22/2019,EDT,5.06,13300,4
4/22/2019 9:00,4/22/2019,EDT,5.06,13300,4
4/22/2019 9:15,4/22/2019,EDT,5.07,13300,4
4/22/2019 9:30,4/22/2019,EDT,5.07,13300,4
4/22/2019 9:45,4/22/2019,EDT,5.05,13200,4
4/22/2019 10:00,4/22/2019,EDT,5.05,13200,4
4/22/2019 10:15,4/22/2019,EDT,5.03,13100,4
4/22/2019 10:30,4/22/2019,EDT,5.02,13100,4
4/22/2019 10:45,4/22/2019,EDT,4.99,13000,4
4/22/2019 11:00,4/22/2019,EDT,4.99,13000,4
4/22/2019 11:15,4/22/2019,EDT,5,13000,4
4/22/2019 11:30,4/22/2019,EDT,4.99,13000,4
4/22/2019 11:45,4/22/2019,EDT,4.98,12900,4
4/22/2019 12:00,4/22/2019,EDT,4.98,12900,4
4/22/2019 12:15,4/22/2019,EDT,4.96,12800,4
4/22/2019 12:30,4/22/2019,EDT,4.94,12700,4
4/22/2019 12:45,4/22/2019,EDT,4.91,12600,4
4/22/2019 13:00,4/22/2019,EDT,4.9,12500,4
4/22/2019 13:15,4/22/2019,EDT,4.87,12400,4
4/22/2019 13:30,4/22/2019,EDT,4.89,12500,4
4/22/2019 13:45,4/22/2019,EDT,4.88,12400,4
4/22/2019 14:00,4/22/2019,EDT,4.87,12400,4
4/22/2019 14:15,4/22/2019,EDT,4.87,12400,4
4/22/2019 14:30,4/22/2019,EDT,4.87,12400,4
4/22/2019 14:45,4/22/2019,EDT,4.85,12300,4
4/22/2019 15:00,4/22/2019,EDT,4.81,12100,4
4/22/2019 15:15,4/22/2019,EDT,4.8,12100,4
4/22/2019 15:30,4/22/2019,EDT,4.77,11900,4
4/22/2019 15:45,4/22/2019,EDT,4.77,11900,4
4/22/2019 16:00,4/22/2019,EDT,4.75,11900,4
4/22/2019 16:15,4/22/2019,EDT,4.75,11900,4
4/22/2019 16:30,4/22/2019,EDT,4.75,11900,4
4/22/2019 16:45,4/22/2019,EDT,4.74,11800,4
4/22/2019 17:00,4/22/2019,EDT,4.76,11900,4
4/22/2019 17:15,4/22/2019,EDT,4.76,11900,4
4/22/2019 17:30,4/22/2019,EDT,4.73,11800,4
4/22/2019 17:45,4/22/2019,EDT,4.75,11900,4
4/22/2019 18:00,4/22/2019,EDT,4.73,11800,4
4/22/2019 18:15,4/22/2019,EDT,4.71,11700,4
4/22/2019 18:30,4/22/2019,EDT,4.69,11600,4
4/22/2019 18:45,4/22/2019,EDT,4.67,11500,4
4/22/2019 19:00,4/22/2019,EDT,4.66,11500,4
4/22/2019 19:15,4/22/2019,EDT,4.66,11500,4
4/22/2019 19:30,4/22/2019,EDT,4.64,11400,4
4/22/2019 19:45,4/22/2019,EDT,4.58,11100,4
4/22/2019 20:00,4/22/2019,EDT,4.54,10900,4
4/22/2019 20:15,4/22/2019,EDT,4.52,10800,4
4/22/2019 20:30,4/22/2019,EDT,4.51,10800,4
4/22/2019 20:45,4/22/2019,EDT,4.54,10900,4
4/22/2019 21:00,4/22/2019,EDT,4.56,11000,4
4/22/2019 21:15,4/22/2019,EDT,4.57,11100,4
4/22/2019 21:30,4/22/2019,EDT,4.58,11100,4
4/22/2019 21:45,4/22/2019,EDT,4.59,11100,4
4/22/2019 22:00,4/22/2019,EDT,4.59,11100,4
4/22/2019 22:15,4/22/2019,EDT,4.59,11100,4
4/22/2019 22:30,4/22/2019,EDT,4.59,11100,4
4/22/2019 22:45,4/22/2019,EDT,4.61,11200,4
4/22/2019 23:00,4/22/2019,EDT,4.59,11100,4
4/22/2019 23:15,4/22/2019,EDT,4.6,11200,4
4/22/2019 23:30,4/22/2019,EDT,4.56,11000,4
4/22/2019 23:45,4/22/2019,EDT,4.54,10900,4
4/23/2019 0:00,4/23/2019,EDT,4.53,10900,4
4/23/2019 0:15,4/23/2019,EDT,4.54,10900,4
4/23/2019 0:30,4/23/2019,EDT,4.53,10900,4
4/23/2019 0:45,4/23/2019,EDT,4.52,10800,4
4/23/2019 1:00,4/23/2019,EDT,4.53,10900,4
4/23/2019 1:15,4/23/2019,EDT,4.51,10800,4
4/23/2019 1:30,4/23/2019,EDT,4.53,10900,4
4/23/2019 1:45,4/23/2019,EDT,4.52,10800,4
4/23/2019 2:00,4/23/2019,EDT,4.52,10800,4
4/23/2019 2:15,4/23/2019,EDT,4.52,10800,4
4/23/2019 2:30,4/23/2019,EDT,4.49,10700,4
4/23/2019 2:45,4/23/2019,EDT,4.47,10600,4
4/23/2019 3:00,4/23/2019,EDT,4.47,10600,4
4/23/2019 3:15,4/23/2019,EDT,4.47,10600,4
4/23/2019 3:30,4/23/2019,EDT,4.47,10600,4
4/23/2019 3:45,4/23/2019,EDT,4.47,10600,4
4/23/2019 4:00,4/23/2019,EDT,4.47,10600,4
4/23/2019 4:15,4/23/2019,EDT,4.48,10700,4
4/23/2019 4:30,4/23/2019,EDT,4.48,10700,4
4/23/2019 4:45,4/23/2019,EDT,4.48,10700,4
4/23/2019 5:00,4/23/2019,EDT,4.48,10700,4
4/23/2019 5:15,4/23/2019,EDT,4.48,10700,4
4/23/2019 5:30,4/23/2019,EDT,4.48,10700,4
4/23/2019 5:45,4/23/2019,EDT,4.48,10700,4
4/23/2019 6:00,4/23/2019,EDT,4.47,10600,4
4/23/2019 6:15,4/23/2019,EDT,4.44,10500,4
4/23/2019 6:30,4/23/2019,EDT,4.42,10400,4
4/23/2019 6:45,4/23/2019,EDT,4.42,10400,4
4/23/2019 7:00,4/23/2019,EDT,4.42,10400,4
4/23/2019 7:15,4/23/2019,EDT,4.42,10400,4
4/23/2019 7:30,4/23/2019,EDT,4.41,10400,4
4/23/2019 7:45,4/23/2019,EDT,4.38,10300,4
4/23/2019 8:00,4/23/2019,EDT,4.35,10100,4
4/23/2019 8:15,4/23/2019,EDT,4.34,10100,4
4/23/2019 8:30,4/23/2019,EDT,4.35,10100,4
4/23/2019 8:45,4/23/2019,EDT,4.34,10100,4
4/23/2019 9:00,4/23/2019,EDT,4.34,10100,4
4/23/2019 9:15,4/23/2019,EDT,4.35,10100,4
4/23/2019 9:30,4/23/2019,EDT,4.35,10100,4
4/23/2019 9:45,4/23/2019,EDT,4.36,10200,4
4/23/2019 10:00,4/23/2019,EDT,4.37,10200,4
4/23/2019 10:15,4/23/2019,EDT,4.37,10200,4
4/23/2019 10:30,4/23/2019,EDT,4.37,10200,4
4/23/2019 10:45,4/23/2019,EDT,4.37,10200,4
4/23/2019 11:00,4/23/2019,EDT,4.34,10100,4
4/23/2019 11:15,4/23/2019,EDT,4.31,9980,4
4/23/2019 11:30,4/23/2019,EDT,4.3,9940,4
4/23/2019 11:45,4/23/2019,EDT,4.29,9900,4
4/23/2019 12:00,4/23/2019,EDT,4.29,9900,4
4/23/2019 12:15,4/23/2019,EDT,4.28,9860,4
4/23/2019 12:30,4/23/2019,EDT,4.28,9860,4
4/23/2019 12:45,4/23/2019,EDT,4.24,9700,4
4/23/2019 13:00,4/23/2019,EDT,4.23,9660,4
4/23/2019 13:15,4/23/2019,EDT,4.21,9580,4
4/23/2019 13:30,4/23/2019,EDT,4.21,9580,4
4/23/2019 13:45,4/23/2019,EDT,4.2,9540,4
4/23/2019 14:00,4/23/2019,EDT,4.18,9460,4
4/23/2019 14:15,4/23/2019,EDT,4.19,9500,4
4/23/2019 14:30,4/23/2019,EDT,4.17,9420,4
4/23/2019 14:45,4/23/2019,EDT,4.18,9460,4
4/23/2019 15:00,4/23/2019,EDT,4.16,9380,4
4/23/2019 15:15,4/23/2019,EDT,4.14,9300,4
4/23/2019 15:30,4/23/2019,EDT,4.12,9220,4
4/23/2019 15:45,4/23/2019,EDT,4.12,9220,4
4/23/2019 16:00,4/23/2019,EDT,4.11,9180,4
4/23/2019 16:15,4/23/2019,EDT,4.1,9140,4
4/23/2019 16:30,4/23/2019,EDT,4.1,9140,4
4/23/2019 16:45,4/23/2019,EDT,4.09,9100,4
4/23/2019 17:00,4/23/2019,EDT,4.09,9100,4
4/23/2019 17:15,4/23/2019,EDT,4.09,9100,4
4/23/2019 17:30,4/23/2019,EDT,4.09,9100,4
4/23/2019 17:45,4/23/2019,EDT,4.06,8980,4
4/23/2019 18:00,4/23/2019,EDT,4.05,8950,4
4/23/2019 18:15,4/23/2019,EDT,4.03,8870,4
4/23/2019 18:30,4/23/2019,EDT,4.02,8830,4
4/23/2019 18:45,4/23/2019,EDT,4.02,8830,4
4/23/2019 19:00,4/23/2019,EDT,4.01,8790,4
4/23/2019 19:15,4/23/2019,EDT,4.01,8790,4
4/23/2019 19:30,4/23/2019,EDT,3.95,8550,4
4/23/2019 19:45,4/23/2019,EDT,3.91,8390,4
4/23/2019 20:00,4/23/2019,EDT,3.89,8310,4
4/23/2019 20:15,4/23/2019,EDT,3.88,8270,4
4/23/2019 20:30,4/23/2019,EDT,3.87,8230,4
4/23/2019 20:45,4/23/2019,EDT,3.88,8270,4
4/23/2019 21:00,4/23/2019,EDT,3.89,8310,4
4/23/2019 21:15,4/23/2019,EDT,3.91,8390,4
4/23/2019 21:30,4/23/2019,EDT,3.93,8470,4
4/23/2019 21:45,4/23/2019,EDT,3.96,8590,4
4/23/2019 22:00,4/23/2019,EDT,3.98,8670,4
4/23/2019 22:15,4/23/2019,EDT,3.98,8670,4
4/23/2019 22:30,4/23/2019,EDT,3.98,8670,4
4/23/2019 22:45,4/23/2019,EDT,4,8750,4
4/23/2019 23:00,4/23/2019,EDT,3.96,8590,4
4/23/2019 23:15,4/23/2019,EDT,3.95,8550,4
4/23/2019 23:30,4/23/2019,EDT,3.95,8550,4
4/23/2019 23:45,4/23/2019,EDT,3.96,8590,4
4/24/2019 0:00,4/24/2019,EDT,3.95,8550,4
4/24/2019 0:15,4/24/2019,EDT,3.95,8550,4
4/24/2019 0:30,4/24/2019,EDT,3.94,8510,4
4/24/2019 0:45,4/24/2019,EDT,3.93,8470,4
4/24/2019 1:00,4/24/2019,EDT,3.91,8390,4
4/24/2019 1:15,4/24/2019,EDT,3.9,8350,4
4/24/2019 1:30,4/24/2019,EDT,3.9,8350,4
4/24/2019 1:45,4/24/2019,EDT,3.9,8350,4
4/24/2019 2:00,4/24/2019,EDT,3.88,8270,4
4/24/2019 2:15,4/24/2019,EDT,3.89,8310,4
4/24/2019 2:30,4/24/2019,EDT,3.9,8350,4
4/24/2019 2:45,4/24/2019,EDT,3.88,8270,4
4/24/2019 3:00,4/24/2019,EDT,3.89,8310,4
4/24/2019 3:15,4/24/2019,EDT,3.9,8350,4
4/24/2019 3:30,4/24/2019,EDT,3.89,8310,4
4/24/2019 3:45,4/24/2019,EDT,3.87,8230,4
4/24/2019 4:00,4/24/2019,EDT,3.88,8270,4
4/24/2019 4:15,4/24/2019,EDT,3.86,8190,4
4/24/2019 4:30,4/24/2019,EDT,3.87,8230,4
4/24/2019 4:45,4/24/2019,EDT,3.86,8190,4
4/24/2019 5:00,4/24/2019,EDT,3.86,8190,4
4/24/2019 5:15,4/24/2019,EDT,3.86,8190,4
4/24/2019 5:30,4/24/2019,EDT,3.87,8230,4
4/24/2019 5:45,4/24/2019,EDT,3.86,8190,4
4/24/2019 6:00,4/24/2019,EDT,3.87,8230,4
4/24/2019 6:15,4/24/2019,EDT,3.85,8150,4
4/24/2019 6:30,4/24/2019,EDT,3.84,8110,4
4/24/2019 6:45,4/24/2019,EDT,3.83,8070,4
4/24/2019 7:00,4/24/2019,EDT,3.83,8070,4
4/24/2019 7:15,4/24/2019,EDT,3.82,8030,4
4/24/2019 7:30,4/24/2019,EDT,3.8,7950,4
4/24/2019 7:45,4/24/2019,EDT,3.77,7840,4
4/24/2019 8:00,4/24/2019,EDT,3.74,7720,4
4/24/2019 8:15,4/24/2019,EDT,3.72,7640,4
4/24/2019 8:30,4/24/2019,EDT,3.73,7680,4
4/24/2019 8:45,4/24/2019,EDT,3.74,7720,4
4/24/2019 9:00,4/24/2019,EDT,3.77,7840,4
4/24/2019 9:15,4/24/2019,EDT,3.8,7950,4
4/24/2019 9:30,4/24/2019,EDT,3.83,8070,4
4/24/2019 9:45,4/24/2019,EDT,3.84,8110,4
4/24/2019 10:00,4/24/2019,EDT,3.86,8190,4
4/24/2019 10:15,4/24/2019,EDT,3.88,8270,4
4/24/2019 10:30,4/24/2019,EDT,3.89,8310,4
4/24/2019 10:45,4/24/2019,EDT,3.9,8350,4
4/24/2019 11:00,4/24/2019,EDT,3.91,8390,4
4/24/2019 11:15,4/24/2019,EDT,3.92,8430,4
4/24/2019 11:30,4/24/2019,EDT,3.93,8470,4
4/24/2019 11:45,4/24/2019,EDT,3.93,8470,4
4/24/2019 12:00,4/24/2019,EDT,3.95,8550,4
4/24/2019 12:15,4/24/2019,EDT,3.95,8550,4
4/24/2019 12:30,4/24/2019,EDT,3.96,8590,4
4/24/2019 12:45,4/24/2019,EDT,3.98,8670,4
4/24/2019 13:00,4/24/2019,EDT,3.98,8670,4
4/24/2019 13:15,4/24/2019,EDT,4,8750,4
4/24/2019 13:30,4/24/2019,EDT,4,8750,4
4/24/2019 13:45,4/24/2019,EDT,4.01,8790,4
4/24/2019 14:00,4/24/2019,EDT,4.01,8790,4
4/24/2019 14:15,4/24/2019,EDT,4.03,8870,4
4/24/2019 14:30,4/24/2019,EDT,4.02,8830,4
4/24/2019 14:45,4/24/2019,EDT,4.04,8910,4
4/24/2019 15:00,4/24/2019,EDT,4.05,8950,4
4/24/2019 15:15,4/24/2019,EDT,4.03,8870,4
4/24/2019 15:30,4/24/2019,EDT,4.02,8830,4
4/24/2019 15:45,4/24/2019,EDT,4.02,8830,4
4/24/2019 16:00,4/24/2019,EDT,4.01,8790,4
4/24/2019 16:15,4/24/2019,EDT,4.02,8830,4
4/24/2019 16:30,4/24/2019,EDT,4.02,8830,4
4/24/2019 16:45,4/24/2019,EDT,4.02,8830,4
4/24/2019 17:00,4/24/2019,EDT,4.02,8830,4
4/24/2019 17:15,4/24/2019,EDT,4.02,8830,4
4/24/2019 17:30,4/24/2019,EDT,4.01,8790,4
4/24/2019 17:45,4/24/2019,EDT,3.99,8710,4
4/24/2019 18:00,4/24/2019,EDT,3.98,8670,4
4/24/2019 18:15,4/24/2019,EDT,3.98,8670,4
4/24/2019 18:30,4/24/2019,EDT,3.98,8670,4
4/24/2019 18:45,4/24/2019,EDT,3.98,8670,4
4/24/2019 19:00,4/24/2019,EDT,3.98,8670,4
4/24/2019 19:15,4/24/2019,EDT,3.94,8510,4
4/24/2019 19:30,4/24/2019,EDT,3.9,8350,4
4/24/2019 19:45,4/24/2019,EDT,3.88,8270,4
4/24/2019 20:00,4/24/2019,EDT,3.87,8230,4
4/24/2019 20:15,4/24/2019,EDT,3.86,8190,4
4/24/2019 20:30,4/24/2019,EDT,3.86,8190,4
4/24/2019 20:45,4/24/2019,EDT,3.86,8190,4
4/24/2019 21:00,4/24/2019,EDT,3.87,8230,4
4/24/2019 21:15,4/24/2019,EDT,3.88,8270,4
4/24/2019 21:30,4/24/2019,EDT,3.9,8350,4
4/24/2019 21:45,4/24/2019,EDT,3.91,8390,4
4/24/2019 22:00,4/24/2019,EDT,3.93,8470,4
4/24/2019 22:15,4/24/2019,EDT,3.93,8470,4
4/24/2019 22:30,4/24/2019,EDT,3.95,8550,4
4/24/2019 22:45,4/24/2019,EDT,3.95,8550,4
4/24/2019 23:00,4/24/2019,EDT,3.95,8550,4
4/24/2019 23:15,4/24/2019,EDT,3.96,8590,4
4/24/2019 23:30,4/24/2019,EDT,3.96,8590,4
4/24/2019 23:45,4/24/2019,EDT,3.96,8590,4
4/25/2019 0:00,4/25/2019,EDT,3.97,8630,4
4/25/2019 0:15,4/25/2019,EDT,3.97,8630,4
4/25/2019 0:30,4/25/2019,EDT,3.95,8550,4
4/25/2019 0:45,4/25/2019,EDT,3.94,8510,4
4/25/2019 1:00,4/25/2019,EDT,3.92,8430,4
4/25/2019 1:15,4/25/2019,EDT,3.93,8470,4
4/25/2019 1:30,4/25/2019,EDT,3.93,8470,4
4/25/2019 1:45,4/25/2019,EDT,3.93,8470,4
4/25/2019 2:00,4/25/2019,EDT,3.94,8510,4
4/25/2019 2:15,4/25/2019,EDT,3.95,8550,4
4/25/2019 2:30,4/25/2019,EDT,3.94,8510,4
4/25/2019 2:45,4/25/2019,EDT,3.96,8590,4
4/25/2019 3:00,4/25/2019,EDT,3.96,8590,4
4/25/2019 3:15,4/25/2019,EDT,3.97,8630,4
4/25/2019 3:30,4/25/2019,EDT,3.97,8630,4
4/25/2019 3:45,4/25/2019,EDT,3.97,8630,4
4/25/2019 4:00,4/25/2019,EDT,3.96,8590,4
4/25/2019 4:15,4/25/2019,EDT,3.94,8510,4
4/25/2019 4:30,4/25/2019,EDT,3.94,8510,4
4/25/2019 4:45,4/25/2019,EDT,3.95,8550,4
4/25/2019 5:00,4/25/2019,EDT,3.95,8550,4
4/25/2019 5:15,4/25/2019,EDT,3.96,8590,4
4/25/2019 5:30,4/25/2019,EDT,3.96,8590,4
4/25/2019 5:45,4/25/2019,EDT,3.97,8630,4
4/25/2019 6:00,4/25/2019,EDT,3.97,8630,4
4/25/2019 6:15,4/25/2019,EDT,3.98,8670,4
4/25/2019 6:30,4/25/2019,EDT,3.98,8670,4
4/25/2019 6:45,4/25/2019,EDT,3.98,8670,4
4/25/2019 7:00,4/25/2019,EDT,3.96,8590,4
4/25/2019 7:15,4/25/2019,EDT,3.95,8550,4
4/25/2019 7:30,4/25/2019,EDT,3.96,8590,4
4/25/2019 7:45,4/25/2019,EDT,3.94,8510,4
4/25/2019 8:00,4/25/2019,EDT,3.95,8550,4
4/25/2019 8:15,4/25/2019,EDT,3.95,8550,4
4/25/2019 8:30,4/25/2019,EDT,3.96,8590,4
4/25/2019 8:45,4/25/2019,EDT,3.95,8550,4
4/25/2019 9:00,4/25/2019,EDT,3.96,8590,4
4/25/2019 9:15,4/25/2019,EDT,3.94,8510,4
4/25/2019 9:30,4/25/2019,EDT,3.93,8470,4
4/25/2019 9:45,4/25/2019,EDT,3.91,8390,4
4/25/2019 10:00,4/25/2019,EDT,3.92,8430,4
4/25/2019 10:15,4/25/2019,EDT,3.91,8390,4
4/25/2019 10:30,4/25/2019,EDT,3.91,8390,4
4/25/2019 10:45,4/25/2019,EDT,3.92,8430,4
4/25/2019 11:00,4/25/2019,EDT,3.91,8390,4
4/25/2019 11:15,4/25/2019,EDT,3.89,8310,4
4/25/2019 11:30,4/25/2019,EDT,3.88,8270,4
4/25/2019 11:45,4/25/2019,EDT,3.85,8150,4
4/25/2019 12:00,4/25/2019,EDT,3.81,7990,4
4/25/2019 12:15,4/25/2019,EDT,3.8,7950,4
4/25/2019 12:30,4/25/2019,EDT,3.76,7800,4
4/25/2019 12:45,4/25/2019,EDT,3.75,7760,4
4/25/2019 13:00,4/25/2019,EDT,3.74,7720,4
4/25/2019 13:15,4/25/2019,EDT,3.75,7760,4
4/25/2019 13:30,4/25/2019,EDT,3.75,7760,4
4/25/2019 13:45,4/25/2019,EDT,3.78,7880,4
4/25/2019 14:00,4/25/2019,EDT,3.82,8030,4
4/25/2019 14:15,4/25/2019,EDT,3.83,8070,4
4/25/2019 14:30,4/25/2019,EDT,3.86,8190,4
4/25/2019 14:45,4/25/2019,EDT,3.87,8230,4
4/25/2019 15:00,4/25/2019,EDT,3.88,8270,4
4/25/2019 15:15,4/25/2019,EDT,3.89,8310,4
4/25/2019 15:30,4/25/2019,EDT,3.88,8270,4
4/25/2019 15:45,4/25/2019,EDT,3.87,8230,4
4/25/2019 16:00,4/25/2019,EDT,3.85,8150,4
4/25/2019 16:15,4/25/2019,EDT,3.83,8070,4
4/25/2019 16:30,4/25/2019,EDT,3.82,8030,4
4/25/2019 16:45,4/25/2019,EDT,3.81,7990,4
4/25/2019 17:00,4/25/2019,EDT,3.79,7910,4
4/25/2019 17:15,4/25/2019,EDT,3.77,7840,4
4/25/2019 17:30,4/25/2019,EDT,3.76,7800,4
4/25/2019 17:45,4/25/2019,EDT,3.75,7760,4
4/25/2019 18:00,4/25/2019,EDT,3.75,7760,4
4/25/2019 18:15,4/25/2019,EDT,3.74,7720,4
4/25/2019 18:30,4/25/2019,EDT,3.75,7760,4
4/25/2019 18:45,4/25/2019,EDT,3.75,7760,4
4/25/2019 19:00,4/25/2019,EDT,3.73,7680,4
4/25/2019 19:15,4/25/2019,EDT,3.69,7520,4
4/25/2019 19:30,4/25/2019,EDT,3.65,7370,4
4/25/2019 19:45,4/25/2019,EDT,3.61,7220,4
4/25/2019 20:00,4/25/2019,EDT,3.58,7100,4
4/25/2019 20:15,4/25/2019,EDT,3.57,7060,4
4/25/2019 20:30,4/25/2019,EDT,3.57,7060,4
4/25/2019 20:45,4/25/2019,EDT,3.57,7060,4
4/25/2019 21:00,4/25/2019,EDT,3.61,7220,4
4/25/2019 21:15,4/25/2019,EDT,3.65,7370,4
4/25/2019 21:30,4/25/2019,EDT,3.67,7450,4
4/25/2019 21:45,4/25/2019,EDT,3.67,7450,4
4/25/2019 22:00,4/25/2019,EDT,3.69,7520,4
4/25/2019 22:15,4/25/2019,EDT,3.7,7560,4
4/25/2019 22:30,4/25/2019,EDT,3.71,7600,4
4/25/2019 22:45,4/25/2019,EDT,3.71,7600,4
4/25/2019 23:00,4/25/2019,EDT,3.68,7490,4
4/25/2019 23:15,4/25/2019,EDT,3.67,7450,4
4/25/2019 23:30,4/25/2019,EDT,3.66,7410,4
4/25/2019 23:45,4/25/2019,EDT,3.64,7330,4
4/26/2019 0:00,4/26/2019,EDT,3.61,7220,4
4/26/2019 0:15,4/26/2019,EDT,3.61,7220,4
4/26/2019 0:30,4/26/2019,EDT,3.59,7140,4
4/26/2019 0:45,4/26/2019,EDT,3.59,7140,4
4/26/2019 1:00,4/26/2019,EDT,3.57,7060,4
4/26/2019 1:15,4/26/2019,EDT,3.58,7100,4
4/26/2019 1:30,4/26/2019,EDT,3.57,7060,4
4/26/2019 1:45,4/26/2019,EDT,3.55,6990,4
4/26/2019 2:00,4/26/2019,EDT,3.53,6910,4
4/26/2019 2:15,4/26/2019,EDT,3.53,6910,4
4/26/2019 2:30,4/26/2019,EDT,3.53,6910,4
4/26/2019 2:45,4/26/2019,EDT,3.53,6910,4
4/26/2019 3:00,4/26/2019,EDT,3.53,6910,4
4/26/2019 3:15,4/26/2019,EDT,3.5,6800,4
4/26/2019 3:30,4/26/2019,EDT,3.49,6760,4
4/26/2019 3:45,4/26/2019,EDT,3.48,6720,4
4/26/2019 4:00,4/26/2019,EDT,3.47,6680,4
4/26/2019 4:15,4/26/2019,EDT,3.47,6680,4
4/26/2019 4:30,4/26/2019,EDT,3.47,6680,4
4/26/2019 4:45,4/26/2019,EDT,3.47,6680,4
4/26/2019 5:00,4/26/2019,EDT,3.44,6560,4
4/26/2019 5:15,4/26/2019,EDT,3.44,6560,4
4/26/2019 5:30,4/26/2019,EDT,3.43,6510,4
4/26/2019 5:45,4/26/2019,EDT,3.43,6510,4
4/26/2019 6:00,4/26/2019,EDT,3.42,6470,4
4/26/2019 6:15,4/26/2019,EDT,3.43,6510,4
4/26/2019 6:30,4/26/2019,EDT,3.4,6390,4
4/26/2019 6:45,4/26/2019,EDT,3.38,6310,4
4/26/2019 7:00,4/26/2019,EDT,3.39,6350,4
4/26/2019 7:15,4/26/2019,EDT,3.38,6310,4
4/26/2019 7:30,4/26/2019,EDT,3.33,6120,4
4/26/2019 7:45,4/26/2019,EDT,3.28,5920,4
4/26/2019 8:00,4/26/2019,EDT,3.27,5890,4
4/26/2019 8:15,4/26/2019,EDT,3.25,5810,4
4/26/2019 8:30,4/26/2019,EDT,3.25,5810,4
4/26/2019 8:45,4/26/2019,EDT,3.26,5850,4
